ID_Cliente,Desercion,Genero,Genero_Codigo,Adulto_Mayor,Tiene_Pareja,Dependientes,Meses_Permanencia,Servicio_Telefonico,Lineas_Multiples,Tipo_Internet,Tipo_Internet_Codigo,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Tipo_Contrato_Codigo,Factura_Digital,Metodo_Pago,Metodo_Pago_Codigo,Cargos_Mensuales,Cargos_Totales,tiene_streaming,categoria_servicio,Perfil_Servicio,AnnualCharges,Estado_Cliente
8256-ERHVS,0,Male,1,0,0,0,9,1,0,DSL,1,1,0,1,1,0,1,Month-to-month,0,1,Bank transfer (automatic),2,68.25,576.95,1,Internet con Streaming,Solo Streaming Movie,819.0,Leales
8256-TWSNM,0,Male,1,0,1,1,6,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,69.8,377.85,0,Internet sin Streaming,Solo Internet,837.5999999999999,Leales
8257-RZAHR,1,Female,0,0,1,0,14,1,1,DSL,1,1,0,0,0,1,0,Month-to-month,0,1,Bank transfer (automatic),2,64.7,941.0,1,Internet con Streaming,Solo Streaming Tv,776.4000000000001,Fuga
8258-GSTJK,1,Male,1,1,0,0,3,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,77.0,237.75,0,Internet sin Streaming,Solo Internet,924.0,Fuga
8259-DZLIZ,0,Female,0,0,1,1,64,1,1,DSL,1,0,1,0,0,0,0,One year,1,1,Bank transfer (automatic),2,53.85,3399.85,0,Internet sin Streaming,Solo Internet,646.2,Leales
8259-NFJTV,0,Female,0,0,1,1,7,0,0,DSL,1,1,0,0,1,0,0,Month-to-month,0,0,Mailed check,1,34.65,246.6,0,Internet sin Streaming,Solo Internet,415.79999999999995,Leales
8260-NGFNY,1,Female,0,0,0,0,1,0,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,25.2,25.2,0,Internet sin Streaming,Solo Internet,302.4,Fuga
8261-GWDBQ,0,Female,0,1,1,0,60,1,1,Fiber optic,2,1,1,1,1,1,1,Two year,2,1,Bank transfer (automatic),2,116.05,6925.9,1,Internet con Streaming,Ambos streaming,1392.6,Leales
8262-COGGB,0,Male,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,20.45,20.45,0,Sin Internet,Sin Internet,245.39999999999998,Leales
8263-JQAIK,1,Male,1,1,0,0,2,0,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,24.45,47.5,0,Internet sin Streaming,Solo Internet,293.4,Fuga
8263-OKETD,0,Female,0,0,0,0,20,1,1,DSL,1,0,1,0,1,0,1,Month-to-month,0,1,Credit card (automatic),3,68.9,1370.35,1,Internet con Streaming,Solo Streaming Movie,826.8000000000001,Leales
8263-QMNTJ,0,Male,1,0,1,0,72,1,1,Fiber optic,2,1,1,1,1,1,1,Two year,2,1,Electronic check,0,115.55,8425.3,1,Internet con Streaming,Ambos streaming,1386.6,Leales
8265-HKSOW,0,Female,0,0,1,1,72,1,1,Fiber optic,2,1,1,1,1,0,1,Two year,2,0,Credit card (automatic),3,107.45,7658.3,1,Internet con Streaming,Solo Streaming Movie,1289.4,Leales
8266-VBFQL,0,Male,1,0,0,0,4,1,0,Fiber optic,2,0,0,1,1,0,1,Month-to-month,0,1,Electronic check,0,90.4,356.65,1,Internet con Streaming,Solo Streaming Movie,1084.8000000000002,Leales
8267-KFGYD,0,Male,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,21.05,21.05,0,Sin Internet,Sin Internet,252.60000000000002,Leales
8267-ZNYVZ,1,Female,0,0,1,0,33,1,0,Fiber optic,2,1,0,1,1,1,1,One year,1,1,Electronic check,0,103.75,3361.05,1,Internet con Streaming,Ambos streaming,1245.0,Fuga
8268-YDIXR,0,Male,1,0,1,0,56,1,1,Fiber optic,2,1,1,1,0,0,0,One year,1,1,Electronic check,0,93.15,5253.95,0,Internet sin Streaming,Solo Internet,1117.8000000000002,Leales
8270-RKSAP,0,Male,1,0,0,0,9,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,70.5,597.9,0,Internet sin Streaming,Solo Internet,846.0,Leales
8272-ONJLV,0,Male,1,0,0,0,12,1,0,Fiber optic,2,0,0,1,0,1,1,One year,1,0,Electronic check,0,95.7,1184.0,1,Internet con Streaming,Ambos streaming,1148.4,Leales
8276-MQBYC,1,Male,1,1,0,0,51,1,1,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,0,97.8,4913.3,1,Internet con Streaming,Ambos streaming,1173.6,Fuga
8277-RVRSV,0,Female,0,0,1,1,33,1,1,0,0,0,0,0,0,0,0,One year,1,0,Credit card (automatic),3,24.15,800.3,0,Sin Internet,Sin Internet,289.79999999999995,Leales
8280-MQRQN,1,Female,0,0,0,0,1,1,0,DSL,1,0,0,1,0,0,0,Month-to-month,0,1,Mailed check,1,50.45,50.45,0,Internet sin Streaming,Solo Internet,605.4000000000001,Fuga
8285-ABVLB,0,Female,0,0,1,0,70,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),3,19.85,1328.35,0,Sin Internet,Sin Internet,238.20000000000002,Leales
8286-AFUYI,0,Male,1,0,0,0,1,1,0,DSL,1,1,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,47.95,47.95,0,Internet sin Streaming,Solo Internet,575.4000000000001,Leales
8289-DXCFQ,0,Female,0,0,0,0,1,1,1,DSL,1,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,50.1,50.1,0,Internet sin Streaming,Solo Internet,601.2,Leales
8290-YWKHZ,1,Female,0,1,1,0,32,1,1,Fiber optic,2,0,0,0,0,1,1,Month-to-month,0,1,Electronic check,0,93.2,2931.0,1,Internet con Streaming,Ambos streaming,1118.4,Fuga
8292-FRFZQ,0,Female,0,0,0,0,39,0,0,DSL,1,1,1,0,1,0,0,One year,1,0,Bank transfer (automatic),2,41.15,1700.9,0,Internet sin Streaming,Solo Internet,493.79999999999995,Leales
8292-ITGYJ,0,Female,0,0,1,1,45,1,1,0,0,0,0,0,0,0,0,Two year,2,1,Bank transfer (automatic),2,24.65,1138.8,0,Sin Internet,Sin Internet,295.79999999999995,Leales
8292-TYSPY,1,Male,1,0,0,0,19,1,0,DSL,1,0,0,1,1,0,0,Month-to-month,0,1,Credit card (automatic),3,55.0,1046.5,0,Internet sin Streaming,Solo Internet,660.0,Fuga
8294-UIMBA,0,Female,0,0,0,0,30,1,0,Fiber optic,2,0,0,0,1,1,1,One year,1,1,Bank transfer (automatic),2,94.4,2638.1,1,Internet con Streaming,Ambos streaming,1132.8000000000002,Leales
8295-FHIVV,0,Male,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,19.4,168.65,0,Sin Internet,Sin Internet,232.79999999999998,Leales
8295-KMENE,0,Female,0,0,1,1,59,1,1,DSL,1,1,0,1,1,1,0,Two year,2,1,Mailed check,1,76.45,4519.5,1,Internet con Streaming,Solo Streaming Tv,917.4000000000001,Leales
8305-VHZBZ,1,Male,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,20.2,20.2,0,Sin Internet,Sin Internet,242.39999999999998,Fuga
8309-IEYJD,0,Female,0,1,0,0,1,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,70.6,70.6,0,Internet sin Streaming,Solo Internet,847.1999999999999,Leales
8309-PPCED,0,Female,0,0,1,0,72,1,1,Fiber optic,2,0,1,1,1,1,1,Two year,2,1,Bank transfer (automatic),2,110.45,7982.5,1,Internet con Streaming,Ambos streaming,1325.4,Leales
8311-UEUAB,0,Female,0,0,1,1,67,1,1,DSL,1,1,0,0,0,1,1,Two year,2,1,Electronic check,0,75.5,5229.45,1,Internet con Streaming,Ambos streaming,906.0,Leales
8313-AFGBW,0,Male,1,0,1,0,47,1,0,DSL,1,0,1,1,0,1,1,Two year,2,0,Electronic check,0,73.6,3522.65,1,Internet con Streaming,Ambos streaming,883.1999999999999,Leales
8313-KTIHG,0,Male,1,0,0,0,4,1,0,DSL,1,0,0,0,1,1,0,Month-to-month,0,1,Electronic check,0,61.3,249.4,1,Internet con Streaming,Solo Streaming Tv,735.5999999999999,Leales
8313-NDOIA,0,Female,0,0,0,0,24,1,1,Fiber optic,2,0,1,1,0,1,1,Month-to-month,0,1,Electronic check,0,104.15,2494.65,1,Internet con Streaming,Ambos streaming,1249.8000000000002,Leales
8314-DPQHL,0,Male,1,0,0,0,9,0,0,DSL,1,1,0,1,1,0,1,One year,1,0,Mailed check,1,50.8,463.6,1,Internet con Streaming,Solo Streaming Movie,609.5999999999999,Leales
8314-HTWVE,0,Female,0,0,1,1,7,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Mailed check,1,19.85,144.15,0,Sin Internet,Sin Internet,238.20000000000002,Leales
8316-BBQAY,0,Female,0,0,0,0,65,0,0,DSL,1,1,0,1,1,1,1,Two year,2,0,Credit card (automatic),3,59.95,3921.1,1,Internet con Streaming,Ambos streaming,719.4000000000001,Leales
8317-BVKSO,0,Male,1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,20.05,299.3,0,Sin Internet,Sin Internet,240.60000000000002,Leales
8318-LCNBW,0,Male,1,0,1,0,35,0,0,DSL,1,1,0,1,0,1,1,One year,1,0,Credit card (automatic),3,53.15,1930.9,1,Internet con Streaming,Ambos streaming,637.8,Leales
8319-QBEHW,0,Male,1,0,0,1,26,0,0,DSL,1,0,1,0,0,1,0,One year,1,1,Bank transfer (automatic),2,39.95,1023.75,1,Internet con Streaming,Solo Streaming Tv,479.40000000000003,Leales
8325-QRPZR,0,Female,0,0,0,0,7,1,0,Fiber optic,2,0,0,1,0,0,0,Month-to-month,0,1,Electronic check,0,75.15,525.0,0,Internet sin Streaming,Solo Internet,901.8000000000001,Leales
8327-LZKAS,1,Female,0,1,1,0,43,1,1,Fiber optic,2,0,0,1,1,1,1,One year,1,1,Electronic check,0,107.55,4533.9,1,Internet con Streaming,Ambos streaming,1290.6,Fuga
8327-WKMIE,0,Male,1,0,0,0,37,1,0,0,0,0,0,0,0,0,0,One year,1,0,Credit card (automatic),3,20.15,785.75,0,Sin Internet,Sin Internet,241.79999999999998,Leales
8328-SKJNO,0,Male,1,0,0,1,23,0,0,DSL,1,1,1,0,1,0,0,One year,1,0,Bank transfer (automatic),2,40.65,947.4,0,Internet sin Streaming,Solo Internet,487.79999999999995,Leales
8329-GWVPJ,0,Female,0,0,1,1,50,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Bank transfer (automatic),2,69.75,3557.7,0,Internet sin Streaming,Solo Internet,837.0,Leales
8329-IBCTI,1,Female,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,19.65,19.65,0,Sin Internet,Sin Internet,235.79999999999998,Fuga
8329-UTMVM,0,Male,1,1,0,0,27,1,1,Fiber optic,2,0,1,0,1,1,1,One year,1,1,Bank transfer (automatic),2,104.65,2964.0,1,Internet con Streaming,Ambos streaming,1255.8000000000002,Leales
8331-ZXFOE,0,Female,0,0,0,0,58,1,1,DSL,1,1,1,1,1,0,0,One year,1,1,Credit card (automatic),3,71.1,4299.2,0,Internet sin Streaming,Solo Internet,853.1999999999999,Leales
8332-OSJDW,0,Male,1,0,1,1,12,1,1,0,0,0,0,0,0,0,0,One year,1,0,Mailed check,1,26.4,314.95,0,Sin Internet,Sin Internet,316.79999999999995,Leales
8336-TAVKX,0,Female,0,1,1,0,72,1,1,DSL,1,1,1,1,1,0,1,Two year,2,0,Bank transfer (automatic),2,78.45,5682.25,1,Internet con Streaming,Solo Streaming Movie,941.4000000000001,Leales
8337-MSSXB,1,Female,0,0,0,0,14,1,0,Fiber optic,2,0,1,0,0,0,1,Month-to-month,0,1,Electronic check,0,86.3,1180.95,1,Internet con Streaming,Solo Streaming Movie,1035.6,Fuga
8337-UPOAQ,1,Male,1,1,1,0,10,1,1,Fiber optic,2,0,0,1,0,0,1,Month-to-month,0,1,Electronic check,0,89.8,914.3,1,Internet con Streaming,Solo Streaming Movie,1077.6,Fuga
8338-QIUNR,0,Male,1,0,1,1,72,1,1,DSL,1,1,0,1,1,0,0,Two year,2,1,Credit card (automatic),3,66.5,4811.6,0,Internet sin Streaming,Solo Internet,798.0,Leales
8344-WFMFH,0,Male,1,0,0,1,9,1,0,DSL,1,0,1,0,0,0,0,Month-to-month,0,1,Electronic check,0,50.1,484.05,0,Internet sin Streaming,Solo Internet,601.2,Leales
8345-MVDYC,0,Female,0,0,0,0,45,1,0,DSL,1,1,0,1,1,1,1,Two year,2,0,Bank transfer (automatic),2,81.65,3618.7,1,Internet con Streaming,Ambos streaming,979.8000000000001,Leales
8347-GDTMP,0,Female,0,0,1,0,64,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),3,19.45,1225.65,0,Sin Internet,Sin Internet,233.39999999999998,Leales
8348-HFYIV,1,Male,1,0,0,0,2,0,0,DSL,1,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,0,49.25,90.35,1,Internet con Streaming,Ambos streaming,591.0,Fuga
8348-JLBUG,0,Male,1,1,1,0,64,1,0,Fiber optic,2,1,0,1,0,0,0,One year,1,0,Credit card (automatic),3,80.3,5017.7,0,Internet sin Streaming,Solo Internet,963.5999999999999,Leales
8350-NYMVI,0,Female,0,0,0,0,39,0,0,DSL,1,0,1,1,1,0,0,Month-to-month,0,0,Bank transfer (automatic),2,41.1,1597.05,0,Internet sin Streaming,Solo Internet,493.20000000000005,Leales
8353-CFNVI,0,Male,1,0,0,0,43,1,1,Fiber optic,2,0,0,0,1,1,1,One year,1,1,Electronic check,0,100.0,4211.55,1,Internet con Streaming,Ambos streaming,1200.0,Leales
8356-WUAOJ,0,Female,0,0,1,0,1,1,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,45.0,45.0,0,Internet sin Streaming,Solo Internet,540.0,Leales
8357-EQXFO,1,Female,0,0,0,0,7,1,0,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,0,95.35,660.9,1,Internet con Streaming,Ambos streaming,1144.1999999999998,Fuga
8361-LBRDI,0,Female,0,0,0,0,58,1,1,0,0,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),3,24.35,1423.85,0,Sin Internet,Sin Internet,292.20000000000005,Leales
8361-LTMKD,1,Male,1,1,1,0,4,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,74.4,306.6,0,Internet sin Streaming,Solo Internet,892.8000000000001,Fuga
8364-TRMMK,1,Female,0,0,0,0,3,1,1,DSL,1,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,50.65,151.3,0,Internet sin Streaming,Solo Internet,607.8,Fuga
8372-JUXUI,1,Male,1,0,0,1,1,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,74.35,74.35,0,Internet sin Streaming,Solo Internet,892.1999999999999,Fuga
8374-UULRV,0,Male,1,0,0,0,72,1,1,DSL,1,1,1,0,1,1,1,Two year,2,0,Credit card (automatic),3,86.05,6309.65,1,Internet con Streaming,Ambos streaming,1032.6,Leales
8374-XGEJJ,1,Male,1,1,1,0,43,1,1,Fiber optic,2,0,1,0,0,1,1,Month-to-month,0,1,Electronic check,0,101.0,4388.4,1,Internet con Streaming,Ambos streaming,1212.0,Fuga
8375-DKEBR,1,Female,0,1,0,0,1,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,69.6,69.6,0,Internet sin Streaming,Solo Internet,835.1999999999999,Fuga
8375-KVTHK,0,Male,1,0,1,0,68,1,0,Fiber optic,2,0,1,0,1,1,1,One year,1,1,Electronic check,0,100.3,6754.35,1,Internet con Streaming,Ambos streaming,1203.6,Leales
8378-LKJAF,0,Male,1,0,1,1,38,1,1,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,1,Credit card (automatic),3,101.15,3956.7,1,Internet con Streaming,Ambos streaming,1213.8000000000002,Leales
8380-MQINP,0,Female,0,0,1,1,55,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Mailed check,1,20.3,1079.05,0,Sin Internet,Sin Internet,243.60000000000002,Leales
8380-PEFPE,1,Male,1,0,0,1,1,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,71.65,71.65,0,Internet sin Streaming,Solo Internet,859.8000000000001,Fuga
8382-SHQEH,1,Female,0,0,1,0,8,1,1,Fiber optic,2,0,0,0,0,0,1,Month-to-month,0,1,Electronic check,0,84.9,764.95,1,Internet con Streaming,Solo Streaming Movie,1018.8000000000001,Fuga
8383-SGHJU,0,Female,0,0,0,0,33,1,1,DSL,1,1,0,0,1,0,0,One year,1,0,Electronic check,0,59.4,1952.8,0,Internet sin Streaming,Solo Internet,712.8,Leales
8384-FZBJK,0,Female,0,0,1,1,57,1,1,Fiber optic,2,0,1,0,0,1,1,Month-to-month,0,1,Electronic check,0,100.6,5611.7,1,Internet con Streaming,Ambos streaming,1207.1999999999998,Leales
8386-OSYMC,0,Female,0,0,1,1,58,1,1,Fiber optic,2,0,1,1,0,1,1,One year,1,1,Credit card (automatic),3,105.2,6225.4,1,Internet con Streaming,Ambos streaming,1262.4,Leales
8387-MOJJT,1,Female,0,0,1,1,42,1,0,Fiber optic,2,0,0,0,0,1,0,Month-to-month,0,1,Credit card (automatic),3,77.95,3384.0,1,Internet con Streaming,Solo Streaming Tv,935.4000000000001,Fuga
8387-UGUSU,0,Female,0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,20.05,284.3,0,Sin Internet,Sin Internet,240.60000000000002,Leales
8388-DMKAE,0,Female,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Mailed check,1,20.25,174.65,0,Sin Internet,Sin Internet,243.0,Leales
8388-FYNPZ,0,Male,1,0,0,0,4,1,0,DSL,1,1,0,1,0,0,0,Month-to-month,0,0,Electronic check,0,56.75,245.15,0,Internet sin Streaming,Solo Internet,681.0,Leales
8390-FESFV,0,Female,0,0,0,0,62,1,1,DSL,1,0,1,1,1,1,1,Two year,2,0,Bank transfer (automatic),2,84.5,5193.2,1,Internet con Streaming,Ambos streaming,1014.0,Leales
8393-DLHGA,1,Male,1,0,0,1,25,1,0,Fiber optic,2,0,1,0,0,1,1,Month-to-month,0,1,Electronic check,0,95.9,2448.75,1,Internet con Streaming,Ambos streaming,1150.8000000000002,Fuga
8393-JMVMB,0,Male,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,19.45,19.45,0,Sin Internet,Sin Internet,233.39999999999998,Leales
8395-ETZKQ,0,Male,1,1,1,1,68,1,0,0,0,0,0,0,0,0,0,One year,1,0,Bank transfer (automatic),2,19.5,1193.55,0,Sin Internet,Sin Internet,234.0,Leales
8397-MVTAZ,1,Male,1,0,1,0,34,1,1,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,0,100.05,3480.0,1,Internet con Streaming,Ambos streaming,1200.6,Fuga
8398-TBIYD,0,Female,0,0,0,0,72,1,1,Fiber optic,2,1,0,0,1,0,0,Two year,2,1,Bank transfer (automatic),2,84.7,6185.15,0,Internet sin Streaming,Solo Internet,1016.4000000000001,Leales
8399-YNDCH,1,Male,1,1,0,0,21,1,0,DSL,1,0,0,1,0,1,0,Month-to-month,0,1,Bank transfer (automatic),2,60.05,1236.15,1,Internet con Streaming,Solo Streaming Tv,720.5999999999999,Fuga
8400-WZICQ,0,Female,0,0,1,1,55,1,0,DSL,1,1,1,0,0,0,0,Month-to-month,0,0,Electronic check,0,55.7,3131.8,0,Internet sin Streaming,Solo Internet,668.4000000000001,Leales
8401-EMUWF,0,Male,1,0,1,1,42,1,1,DSL,1,1,1,0,0,1,0,Month-to-month,0,1,Bank transfer (automatic),2,69.4,3058.3,1,Internet con Streaming,Solo Streaming Tv,832.8000000000001,Leales
8402-EIVQS,0,Male,1,0,1,0,67,1,0,Fiber optic,2,1,1,0,0,1,1,One year,1,1,Credit card (automatic),3,100.9,6733.15,1,Internet con Streaming,Ambos streaming,1210.8000000000002,Leales
8402-OOOHJ,0,Female,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Mailed check,1,20.65,835.15,0,Sin Internet,Sin Internet,247.79999999999998,Leales
8404-FYDIB,0,Male,1,0,0,0,26,1,1,Fiber optic,2,1,1,0,0,0,0,Month-to-month,0,1,Credit card (automatic),3,86.65,2208.75,0,Internet sin Streaming,Solo Internet,1039.8000000000002,Leales
8404-GFGCZ,0,Male,1,0,1,0,4,1,1,DSL,1,0,0,1,0,1,0,Month-to-month,0,0,Electronic check,0,65.6,250.1,1,Internet con Streaming,Solo Streaming Tv,787.1999999999999,Leales
8404-VIOMB,0,Female,0,0,0,0,66,0,0,DSL,1,1,1,1,1,1,1,Two year,2,1,Bank transfer (automatic),2,62.5,4136.4,1,Internet con Streaming,Ambos streaming,750.0,Leales
8404-VLQFB,0,Female,0,0,1,1,15,1,1,0,0,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,25.25,394.85,0,Sin Internet,Sin Internet,303.0,Leales
8405-IGQFX,0,Female,0,0,0,0,63,1,0,Fiber optic,2,0,0,1,1,1,0,One year,1,1,Credit card (automatic),3,90.05,5817.0,1,Internet con Streaming,Solo Streaming Tv,1080.6,Leales
8406-LNMHF,0,Male,1,1,1,0,59,1,0,Fiber optic,2,1,1,1,0,0,0,One year,1,1,Credit card (automatic),3,82.95,4903.15,0,Internet sin Streaming,Solo Internet,995.4000000000001,Leales
8409-WQJUX,0,Female,0,0,0,0,25,0,0,DSL,1,0,0,1,1,1,1,One year,1,0,Electronic check,0,54.2,1423.15,1,Internet con Streaming,Ambos streaming,650.4000000000001,Leales
8410-BGQXN,0,Male,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,19.4,93.4,0,Sin Internet,Sin Internet,232.79999999999998,Leales
8413-VONUO,1,Male,1,0,0,0,2,1,0,Fiber optic,2,0,1,0,0,1,1,Month-to-month,0,0,Electronic check,0,95.65,167.3,1,Internet con Streaming,Ambos streaming,1147.8000000000002,Fuga
8413-YNHNV,0,Male,1,0,0,0,69,1,1,DSL,1,1,1,1,1,1,1,Two year,2,0,Mailed check,1,90.65,6322.1,1,Internet con Streaming,Ambos streaming,1087.8000000000002,Leales
8414-MYSHR,1,Male,1,1,0,0,5,1,0,Fiber optic,2,0,0,0,0,1,1,Month-to-month,0,1,Electronic check,0,91.4,449.75,1,Internet con Streaming,Ambos streaming,1096.8000000000002,Fuga
8414-OOEEL,0,Male,1,0,0,1,66,1,0,DSL,1,0,1,1,1,1,1,Two year,2,1,Credit card (automatic),3,79.5,5196.1,1,Internet con Streaming,Ambos streaming,954.0,Leales
8417-FMLZI,1,Male,1,0,1,1,6,1,0,Fiber optic,2,0,1,0,0,0,1,Month-to-month,0,1,Credit card (automatic),3,83.55,477.55,1,Internet con Streaming,Solo Streaming Movie,1002.5999999999999,Fuga
8417-GSODA,0,Male,1,0,1,1,28,1,1,Fiber optic,2,0,0,0,0,1,1,One year,1,0,Bank transfer (automatic),2,92.2,2568.15,1,Internet con Streaming,Ambos streaming,1106.4,Leales
8421-WZOOW,0,Female,0,1,1,1,57,1,0,Fiber optic,2,0,1,1,1,1,0,Month-to-month,0,1,Credit card (automatic),3,95.3,5567.45,1,Internet con Streaming,Solo Streaming Tv,1143.6,Leales
8429-XIBUM,1,Male,1,0,0,0,22,1,1,Fiber optic,2,1,0,0,0,1,1,Month-to-month,0,1,Bank transfer (automatic),2,101.35,2317.1,1,Internet con Streaming,Ambos streaming,1216.1999999999998,Fuga
8430-TWCBX,0,Female,0,0,1,0,49,1,0,0,0,0,0,0,0,0,0,One year,1,0,Credit card (automatic),3,20.7,1032.05,0,Sin Internet,Sin Internet,248.39999999999998,Leales
8433-WPJTV,0,Female,0,1,1,1,65,1,1,Fiber optic,2,0,0,1,1,1,1,One year,1,1,Bank transfer (automatic),2,103.9,6767.1,1,Internet con Streaming,Ambos streaming,1246.8000000000002,Leales
8433-WXGNA,1,Male,1,0,0,0,2,1,0,Fiber optic,2,1,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,75.7,189.2,0,Internet sin Streaming,Solo Internet,908.4000000000001,Fuga
8434-PNQZX,0,Female,0,0,0,0,42,1,1,DSL,1,0,0,1,1,1,1,Two year,2,1,Credit card (automatic),3,78.45,3373.4,1,Internet con Streaming,Ambos streaming,941.4000000000001,Leales
8434-VGEQQ,0,Male,1,0,1,1,61,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),3,20.55,1305.95,0,Sin Internet,Sin Internet,246.60000000000002,Leales
8436-BJUMM,1,Male,1,0,1,1,26,1,1,Fiber optic,2,0,0,0,0,1,0,Month-to-month,0,1,Electronic check,0,83.75,2070.6,1,Internet con Streaming,Solo Streaming Tv,1005.0,Fuga
8439-LTUGF,0,Male,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,1,Credit card (automatic),3,20.0,198.6,0,Sin Internet,Sin Internet,240.0,Leales
8441-SHIPE,0,Female,0,0,0,0,67,1,1,0,0,0,0,0,0,0,0,Two year,2,1,Bank transfer (automatic),2,25.6,1790.35,0,Sin Internet,Sin Internet,307.20000000000005,Leales
8443-WVPSS,1,Male,1,0,1,0,10,1,0,Fiber optic,2,0,1,0,1,1,1,Month-to-month,0,1,Electronic check,0,99.85,990.9,1,Internet con Streaming,Ambos streaming,1198.1999999999998,Fuga
8443-ZRDBZ,1,Male,1,0,0,0,4,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,76.05,318.9,0,Internet sin Streaming,Solo Internet,912.5999999999999,Fuga
8444-WRIDW,1,Female,0,1,0,0,66,1,1,Fiber optic,2,0,1,0,0,0,0,Month-to-month,0,1,Credit card (automatic),3,80.45,5224.35,0,Internet sin Streaming,Solo Internet,965.4000000000001,Fuga
8445-DNBAE,0,Male,1,0,0,1,1,1,1,DSL,1,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,50.05,50.05,0,Internet sin Streaming,Solo Internet,600.5999999999999,Leales
8450-JOVAH,1,Male,1,0,1,1,2,1,1,DSL,1,1,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,56.7,113.55,0,Internet sin Streaming,Solo Internet,680.4000000000001,Fuga
8450-LUGUK,0,Female,0,0,1,1,37,1,1,0,0,0,0,0,0,0,0,Two year,2,1,Bank transfer (automatic),2,24.1,861.85,0,Sin Internet,Sin Internet,289.20000000000005,Leales
8450-UYIBU,0,Female,0,1,0,0,35,0,0,DSL,1,0,0,1,0,1,0,Month-to-month,0,1,Electronic check,0,39.85,1434.6,1,Internet con Streaming,Solo Streaming Tv,478.20000000000005,Leales
8454-AATJP,0,Female,0,0,0,0,72,1,1,Fiber optic,2,1,1,1,1,1,1,Two year,2,0,Credit card (automatic),3,115.05,8405.0,1,Internet con Streaming,Ambos streaming,1380.6,Leales
8455-HIRAQ,0,Female,0,0,0,0,8,1,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,44.45,369.3,0,Internet sin Streaming,Solo Internet,533.4000000000001,Leales
